0,1,0.000000,0.000000
1,1,4.779161,5.004203
1,1,4.779161,5.207346
1,1,5.543827,5.565898
1,1,4.779161,4.816383
1,1,4.199869,4.240734
1,1,3.849880,4.226266
1,1,3.959876,4.534997
1,1,4.779161,5.058480
1,1,5.133173,5.533066
1,1,4.619856,5.530775
1,1,4.949845,5.155636
1,1,5.543827,5.157801
1,1,4.199869,4.699920
1,1,3.959876,4.694270
1,1,3.959876,4.693688
1,1,4.076344,4.696584
1,1,5.543827,5.150883
0,1,0.000000,0.000000
0,1,0.000000,0.000000
1,1,4.949845,5.532386
1,1,4.779161,4.751084
1,1,3.849880,4.012318
1,1,3.299897,4.008835
1,1,3.647254,4.010906
1,1,3.380382,4.009605
1,1,3.849880,4.439985
1,1,4.470828,4.890870
1,1,4.779161,5.464101
1,1,4.949845,5.459760
1,1,4.619856,5.461225
1,1,4.779161,5.462665
1,1,4.949845,5.464069
0,1,0.000000,0.000000
1,1,5.133173,5.466736
1,1,4.076344,4.430143
1,1,4.199869,4.425896
1,1,3.849880,4.424343
2,1,3.299897,3.234771
2,1,3.223155,3.234197
3,1,3.849880,3.233245
2,1,3.849880,3.582523
1,1,3.149902,3.605102
2,1,4.199869,3.602452
1,1,3.380382,3.950609
1,1,3.647254,3.953103
1,1,4.470828,4.631184
2,1,3.849880,3.614938
3,1,3.553735,3.160861
4,1,3.464892,3.159454
1,1,4.470828,4.712492
1,1,5.133173,5.219242
1,1,5.543827,5.320646
0,1,0.000000,0.000000
1,1,5.133173,5.623626
0,1,0.000000,0.000000
1,1,4.199869,4.687121
1,1,4.199869,4.367042
1,1,3.849880,4.087066
1,1,3.380382,3.691206
1,1,3.079904,3.687798
2,1,3.647254,3.793351
1,1,3.849880,4.567299
1,1,3.647254,4.564977
1,1,3.959876,4.966986
0,1,0.000000,0.000000
1,1,4.619856,4.973794
1,1,4.331115,4.969302
1,1,4.331115,4.972844
1,1,4.619856,4.974473
1,1,4.470828,4.970797
1,1,4.470828,4.933882
1,1,4.619856,4.935661
1,1,4.331115,4.934705
1,1,4.470828,5.338917
1,1,5.133173,5.340951
1,1,5.330603,5.340258
1,1,4.949845,5.339074
1,1,4.619856,5.070185
1,1,4.949845,5.072244
1,1,5.543827,5.069884
0,1,0.000000,0.000000
0,1,0.000000,0.000000
1,1,5.774820,5.463407
0,1,0.000000,0.000000
0,1,0.000000,0.000000
1,1,4.779161,5.458864
0,1,0.000000,0.000000
1,1,6.599794,5.491968
1,1,4.470828,4.770796
1,1,4.470828,4.771547
1,1,3.959876,4.337468
1,1,3.959876,3.885652
1,1,3.223155,3.877721
1,1,3.223155,3.876675
1,1,3.553735,3.880302
1,1,3.223155,3.877004
1,1,3.849880,4.597821
1,1,4.470828,4.601325
1,1,4.470828,4.602358
1,1,3.959876,4.601374
1,1,3.959876,4.598375
1,1,4.331115,4.485835
1,1,4.199869,4.485742
1,1,3.849880,4.483110
1,1,4.076344,4.484577
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
0,0,0.000000,0.000000
