1,1,4.860023,4.877963,4.884490
1,1,4.860023,4.704216,4.709764
1,1,4.440036,4.525906,4.532356
1,1,4.316511,4.269463,4.272297
1,1,4.200044,4.075594,4.085294
1,1,3.887422,3.862425,3.864175
1,1,3.705059,3.698225,3.695811
1,1,3.463323,3.509473,3.506794
1,1,3.320071,3.305438,3.301202
1,1,3.127577,3.107521,3.100368
1,1,2.855180,2.972738,2.964402
1,1,2.715090,2.783806,2.771267
1,1,2.512227,2.572464,2.559613
1,1,2.220105,2.279555,2.276300
1,1,1.951225,2.064413,2.036975
1,1,2.113082,2.237237,2.210794
1,1,2.308759,2.393590,2.372751
1,1,2.440099,2.541298,2.518384
1,1,2.629748,2.695968,2.680517
1,1,2.760089,2.829679,2.818701
1,1,2.957730,2.975763,2.965266
1,1,3.012081,3.066273,3.056530
1,1,3.189011,3.198208,3.189930
1,1,3.253117,3.329029,3.322736
1,1,3.390069,3.467483,3.456351
1,1,3.620550,3.639072,3.633408
1,1,3.793903,3.778272,3.772280
1,1,3.887422,3.912837,3.909163
1,1,4.316511,4.028074,4.028208
1,1,4.200044,4.157600,4.155707
1,1,4.200044,4.315858,4.318765
1,1,4.440036,4.414872,4.417665
1,1,4.440036,4.533998,4.535085
1,1,4.860023,4.652704,4.656591
1,1,4.710995,4.769299,4.775008
1,1,5.019328,4.911615,4.918164
1,1,5.190013,5.042748,5.048322
1,1,5.190013,5.169987,5.177320
1,1,5.570770,5.325136,5.333703
1,1,5.373340,5.437141,5.446108
1,1,5.373340,5.502103,5.511615
1,1,5.570770,5.572522,5.582376
1,1,5.783994,5.529273,5.539172
1,1,5.783994,5.492695,5.502174
1,1,5.783994,5.492174,5.501631
1,1,5.570770,5.350931,5.359773
1,1,5.570770,5.350844,5.359584
1,1,5.190013,5.230352,5.238491
1,1,5.783994,5.230340,5.238479
1,1,5.190013,5.109321,5.116925
1,1,5.190013,5.109294,5.116898
1,1,5.190013,5.016841,5.024059
1,1,5.190013,5.016693,5.023835
1,1,4.860023,4.898293,4.904941
1,1,4.860023,4.898102,4.904716
1,1,4.860023,4.826033,4.832428
1,1,4.571282,4.825473,4.831793
1,1,4.860023,4.686464,4.692044
1,1,4.710995,4.686196,4.691721
1,1,4.710995,4.535169,4.539895
1,1,4.571282,4.534545,4.539067
1,1,4.440036,4.344615,4.348980
1,1,4.316511,4.340199,4.343656
1,1,4.200044,4.159886,4.164110
1,1,4.200044,4.154662,4.156820
1,1,3.985996,3.978704,3.979225
1,1,3.985996,3.970179,3.970999
1,1,3.705059,3.789554,3.789901
1,1,3.705059,3.784268,3.783597
1,1,3.540064,3.601799,3.601654
1,1,3.620550,3.588959,3.588059
1,1,3.320071,3.385766,3.383276
1,1,3.390069,3.381260,3.377234
1,1,3.189011,3.195522,3.192966
1,1,3.189011,3.180009,3.174089
1,1,2.957730,3.009518,3.002207
1,1,2.905469,2.994015,2.986328
1,1,2.715090,2.773717,2.764097
1,1,2.671670,2.767461,2.755026
1,1,2.475581,2.529000,2.520191
1,1,2.440099,2.515128,2.498144
1,1,2.192219,2.260996,2.243964
1,1,2.113082,2.241089,2.217511
1,1,2.405725,2.494986,2.464640
1,1,2.405725,2.516532,2.497637
1,1,2.589246,2.698114,2.675557
1,1,2.671670,2.730121,2.702077
1,1,2.855180,2.938354,2.926530
1,1,2.905469,2.944667,2.933556
1,1,3.127577,3.159475,3.151748
1,1,3.012081,3.160953,3.153153
1,1,3.320071,3.350951,3.344383
1,1,3.320071,3.354204,3.348650
1,1,3.540064,3.571708,3.563849
1,1,3.540064,3.584412,3.579259
1,1,3.793903,3.797662,3.793722
1,1,3.887422,3.803784,3.802282
1,1,4.440036,3.972961,3.971359
1,1,3.887422,3.983550,3.984008
1,1,4.200044,4.148720,4.148018
1,1,4.200044,4.157783,4.158637
1,1,4.316511,4.324499,4.326751
1,1,4.316511,4.335497,4.338343
1,1,4.440036,4.418179,4.422079
1,1,4.440036,4.418738,4.422688
1,1,4.440036,4.509799,4.513847
1,1,4.571282,4.513094,4.517341
1,1,4.571282,4.678275,4.683436
1,1,4.571282,4.681341,4.686628
1,1,5.019328,4.849665,4.855480
1,1,5.019328,4.850651,4.857092
1,1,5.190013,5.089522,5.095894
1,1,5.190013,5.093610,5.100930
1,1,5.373340,5.291853,5.298736
1,1,5.190013,5.303528,5.311108
1,1,5.570770,5.479281,5.488162
1,1,5.373340,5.483220,5.492416
1,1,5.783994,5.624838,5.634798
1,1,5.783994,5.630561,5.639970
1,1,5.570770,5.632689,5.645412
1,1,5.783994,5.632686,5.645385
1,1,5.190013,5.376603,5.388370
1,1,5.190013,5.376587,5.388405
1,1,5.019328,5.073100,5.084110
1,1,5.019328,5.072991,5.083953
1,1,4.200044,4.705401,4.714983
1,1,4.571282,4.704826,4.714328
1,1,4.200044,4.427960,4.436412
1,1,4.316511,4.426820,4.435264
1,1,3.793903,4.159769,4.168074
1,1,3.985996,4.156875,4.164394
1,1,3.793903,3.941583,3.947709
1,1,3.985996,3.940502,3.946622
1,1,3.463323,3.939802,3.946891
1,1,3.793903,3.939792,3.946886
1,1,3.705059,4.186766,4.195011
1,1,3.705059,4.186958,4.195306
1,1,4.316511,4.423266,4.432489
1,1,4.440036,4.425977,4.435521
1,1,4.316511,4.625468,4.636054
1,1,4.200044,4.625566,4.636147
1,1,4.710995,4.844024,4.855792
1,1,4.710995,4.844025,4.855793
